__metadata,ID,ROW_ID,COMPANY_CODE,SALES_ORGANIZATION,SIM_ROUND,SIM_PERIOD,MATERIAL_DESCRIPTION,DISTRIBUTION_CHANNEL,AREA,QUANTITY,UNIT,AVERAGE_PRICE,NET_VALUE,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~243')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~243')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~243,243,JJ,Market,02,8,1kg Strawberry Muesli,10,South,6577,ST,7.00,46039.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~244')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~244')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~244,244,JJ,Market,02,8,1kg Strawberry Muesli,10,West,3163,ST,7.00,22141.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~245')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~245')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~245,245,JJ,Market,02,8,1kg Blueberry Muesli,12,North,9376,ST,8.62,80567.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~246')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~246')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~246,246,JJ,Market,02,8,1kg Blueberry Muesli,12,South,11972,ST,8.50,101287.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~247')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~247')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~247,247,JJ,Market,02,8,1kg Blueberry Muesli,12,West,14337,ST,8.18,117020.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~248')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~248')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~248,248,JJ,Market,02,8,1kg Nut Muesli,12,North,7247,ST,8.83,63784.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~249')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~249')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~249,249,JJ,Market,02,8,1kg Nut Muesli,12,South,12344,ST,8.80,108394.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~250')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~250')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~250,250,JJ,Market,02,8,1kg Nut Muesli,12,West,6416,ST,8.66,55019.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~251')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~251')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~251,251,JJ,Market,02,8,1kg Raisin Muesli,12,North,5820,ST,8.50,48683.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~252')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~252')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~252,252,JJ,Market,02,8,1kg Raisin Muesli,12,South,3113,ST,8.33,25111.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~253')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~253')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~253,253,JJ,Market,02,8,1kg Raisin Muesli,12,West,1414,ST,8.00,11312.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~254')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~254')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~254,254,JJ,Market,02,8,1kg Strawberry Muesli,12,North,7058,ST,8.16,56999.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~255')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~255')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~255,255,JJ,Market,02,8,1kg Strawberry Muesli,12,South,7995,ST,8.28,65366.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~256')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~256')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~256,256,JJ,Market,02,8,1kg Strawberry Muesli,12,West,2565,ST,8.50,21747.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~257')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~257')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~257,257,JJ,Market,02,8,500g Blueberry Muesli,12,North,3833,ST,5.98,22464.47,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~258')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~258')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~258,258,JJ,Market,02,8,500g Blueberry Muesli,12,South,138,ST,7.00,966.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~259')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~259')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~259,259,JJ,Market,02,8,500g Blueberry Muesli,12,West,1657,ST,7.00,11599.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~260')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~260')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~260,260,JJ,Market,02,8,500g Mixed Fruit Muesli,12,North,1572,ST,7.00,11004.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~261')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~261')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~261,261,JJ,Market,02,8,500g Mixed Fruit Muesli,12,South,1312,ST,7.00,9184.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~262')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~262')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~262,262,JJ,Market,02,8,500g Mixed Fruit Muesli,12,West,1321,ST,7.00,9247.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~263')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~263')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~263,263,JJ,Market,02,8,500g Nut Muesli,12,North,7419,ST,7.00,51933.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~264')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~264')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~264,264,JJ,Market,02,8,500g Nut Muesli,12,South,1509,ST,6.80,10261.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~265')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~265')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~265,265,JJ,Market,02,8,500g Original Muesli,12,North,10029,ST,3.00,30087.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~266')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~266')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~266,266,JJ,Market,02,8,500g Original Muesli,12,South,15545,ST,3.30,50781.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~267')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~267')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~267,267,JJ,Market,02,8,500g Original Muesli,12,West,13600,ST,3.35,43247.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~268')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~268')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~268,268,JJ,Market,02,8,500g Raisin Muesli,12,North,3388,ST,5.95,19618.90,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~269')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~269')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~269,269,JJ,Market,02,8,500g Raisin Muesli,12,South,7109,ST,4.36,30995.24,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~270')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~270')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~270,270,JJ,Market,02,8,500g Raisin Muesli,12,West,17643,ST,4.32,76117.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~271')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~271')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~271,271,JJ,Market,02,8,500g Strawberry Muesli,12,North,5486,ST,5.58,30331.16,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~272')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~272')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~272,272,JJ,Market,02,8,500g Strawberry Muesli,12,South,9008,ST,5.92,53614.92,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~273')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~273')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~273,273,JJ,Market,02,8,500g Strawberry Muesli,12,West,12953,ST,5.40,69960.48,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~274')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~274')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~274,274,JJ,Market,02,8,500g Blueberry Muesli,14,North,2814,ST,5.61,15146.89,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~275')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~275')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~275,275,JJ,Market,02,8,500g Blueberry Muesli,14,South,5886,ST,5.33,30991.78,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~276')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~276')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~276,276,JJ,Market,02,8,500g Blueberry Muesli,14,West,3135,ST,4.23,13261.05,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~277')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~277')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~277,277,JJ,Market,02,8,500g Mixed Fruit Muesli,14,North,621,ST,4.13,2564.73,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~278')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~278')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~278,278,JJ,Market,02,8,500g Mixed Fruit Muesli,14,South,2011,ST,7.00,14077.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~279')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~279')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~279,279,JJ,Market,02,8,500g Mixed Fruit Muesli,14,West,981,ST,7.00,6867.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~280')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~280')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~280,280,JJ,Market,02,8,500g Nut Muesli,14,North,18016,ST,3.90,70262.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~281')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~281')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~281,281,JJ,Market,02,8,500g Nut Muesli,14,South,9846,ST,3.90,38399.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~282')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~282')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~282,282,JJ,Market,02,8,500g Nut Muesli,14,West,8002,ST,3.90,31207.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~283')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~283')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~283,283,JJ,Market,02,8,500g Original Muesli,14,North,6000,ST,3.77,22620.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~284')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~284')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~284,284,JJ,Market,02,8,500g Original Muesli,14,South,2297,ST,3.77,8659.69,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~285')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~285')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~285,285,JJ,Market,02,8,500g Original Muesli,14,West,4214,ST,3.77,15886.78,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~286')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~286')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~286,286,JJ,Market,02,8,500g Raisin Muesli,14,North,13551,ST,3.79,51358.29,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~287')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~287')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~287,287,JJ,Market,02,8,500g Raisin Muesli,14,South,23717,ST,3.79,89887.43,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~288')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~288')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~288,288,JJ,Market,02,8,500g Raisin Muesli,14,West,17160,ST,3.79,65036.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~289')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~289')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~289,289,JJ,Market,02,8,500g Strawberry Muesli,14,North,13312,ST,4.57,59027.13,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~290')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~290')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~290,290,JJ,Market,02,8,500g Strawberry Muesli,14,South,8147,ST,4.78,37217.96,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~291')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~291')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~291,291,JJ,Market,02,8,500g Strawberry Muesli,14,West,10738,ST,5.41,54476.87,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~292')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~292')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~292,292,JJ,Market,03,9,1kg Mixed Fruit Muesli,10,North,7624,ST,7.50,56446.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~293')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~293')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~293,293,JJ,Market,03,9,1kg Mixed Fruit Muesli,10,South,12687,ST,8.50,103341.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~294')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~294')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~294,294,JJ,Market,03,9,1kg Mixed Fruit Muesli,10,West,6471,ST,8.80,55317.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~295')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~295')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~295,295,JJ,Market,03,9,1kg Nut Muesli,10,North,919,ST,10.00,9190.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~296')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~296')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~296,296,JJ,Market,03,9,1kg Original Muesli,10,North,4232,ST,5.23,22439.85,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~297')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~297')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~297,297,JJ,Market,03,9,1kg Original Muesli,10,South,1551,ST,7.00,10857.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~298')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~298')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~298,298,JJ,Market,03,9,1kg Original Muesli,10,West,6550,ST,4.35,28492.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~299')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~299')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~299,299,JJ,Market,03,9,1kg Raisin Muesli,10,North,4514,ST,7.00,31598.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~300')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~300')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~300,300,JJ,Market,03,9,1kg Raisin Muesli,10,South,4402,ST,7.00,30814.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~301')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~301')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~301,301,JJ,Market,03,9,1kg Raisin Muesli,10,West,4840,ST,7.00,33880.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~302')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~302')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~302,302,JJ,Market,03,9,1kg Strawberry Muesli,10,South,1110,ST,10.00,11100.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~303')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~303')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~303,303,JJ,Market,03,9,1kg Strawberry Muesli,10,West,945,ST,10.00,9450.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~304')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~304')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~304,304,JJ,Market,03,9,1kg Blueberry Muesli,12,North,3419,ST,9.00,30771.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~305')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~305')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~305,305,JJ,Market,03,9,1kg Blueberry Muesli,12,West,3187,ST,9.00,28683.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~306')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~306')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~306,306,JJ,Market,03,9,1kg Mixed Fruit Muesli,12,North,15296,ST,8.76,133687.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~307')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~307')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~307,307,JJ,Market,03,9,1kg Mixed Fruit Muesli,12,South,15570,ST,8.33,129515.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~308')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~308')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~308,308,JJ,Market,03,9,1kg Mixed Fruit Muesli,12,West,14853,ST,8.50,125841.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~309')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~309')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~309,309,JJ,Market,03,9,1kg Nut Muesli,12,North,2810,ST,9.00,25290.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~310')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~310')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~310,310,JJ,Market,03,9,1kg Nut Muesli,12,South,3628,ST,9.00,32652.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~311')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~311')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~311,311,JJ,Market,03,9,1kg Nut Muesli,12,West,3231,ST,9.00,29079.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~312')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~312')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~312,312,JJ,Market,03,9,1kg Original Muesli,12,North,4757,ST,6.66,31126.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~313')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~313')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~313,313,JJ,Market,03,9,1kg Original Muesli,12,South,7252,ST,6.00,43512.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~314')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~314')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~314,314,JJ,Market,03,9,1kg Original Muesli,12,West,3459,ST,6.00,20754.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~315')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~315')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~315,315,JJ,Market,03,9,1kg Raisin Muesli,12,North,5209,ST,8.00,41672.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~316')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~316')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~316,316,JJ,Market,03,9,1kg Raisin Muesli,12,South,10003,ST,8.50,84485.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~317')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~317')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~317,317,JJ,Market,03,9,1kg Raisin Muesli,12,West,8284,ST,8.71,71921.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~318')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~318')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~318,318,JJ,Market,03,9,1kg Strawberry Muesli,12,North,6313,ST,9.00,56817.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~319')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~319')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~319,319,JJ,Market,03,9,1kg Strawberry Muesli,12,West,4295,ST,9.00,38655.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~320')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~320')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~320,320,JJ,Market,03,9,500g Blueberry Muesli,12,West,4159,ST,7.00,29113.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~321')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~321')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~321,321,JJ,Market,03,9,500g Mixed Fruit Muesli,12,North,7438,ST,5.35,38701.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~322')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~322')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~322,322,JJ,Market,03,9,500g Mixed Fruit Muesli,12,South,16082,ST,5.77,89782.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~323')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~323')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~323,323,JJ,Market,03,9,500g Mixed Fruit Muesli,12,West,11372,ST,6.05,66115.80,EUR
