__metadata,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,GL_ACCOUNT_NUMBER,GL_ACCOUNT_NAME,FS_LEVEL_1,FS_LEVEL_2,FS_LEVEL_3,FS_LEVEL_4,DEBIT_CREDIT_INDICATOR,AMOUNT,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~12')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~12')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~12,12,JJ,01,05,01/05,1,5,211130,Depreciation - machinery and equipment,Income Statement,Operating Expenses,,,Debit,50000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~165')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~165')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~165,165,JJ,02,10,02/10,6,30,211130,Depreciation - machinery and equipment,Income Statement,Operating Expenses,,,Debit,50000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~423')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~423')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~423,423,JJ,03,10,03/10,10,50,211130,Depreciation - machinery and equipment,Income Statement,Operating Expenses,,,Debit,52083.33,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~101')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~101')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~101,101,JJ,02,05,02/05,5,25,211130,Depreciation - machinery and equipment,Income Statement,Operating Expenses,,,Debit,50000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~358')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~358')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~358,358,JJ,03,05,03/05,9,45,211130,Depreciation - machinery and equipment,Income Statement,Operating Expenses,,,Debit,52083.33,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~479')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~479')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~479,479,JJ,03,15,03/15,11,55,211130,Depreciation - machinery and equipment,Income Statement,Operating Expenses,,,Debit,52083.33,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~232')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~232')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~232,232,JJ,02,15,02/15,7,35,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~484')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~484')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~484,484,JJ,03,15,03/15,11,55,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~59')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~59')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~59,59,JJ,01,20,01/20,4,20,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~46')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~46')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~46,46,JJ,01,15,01/15,3,15,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~296')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~296')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~296,296,JJ,02,20,02/20,8,40,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~107')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~107')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~107,107,JJ,02,05,02/05,5,25,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~15')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~15')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~15,15,JJ,01,05,01/05,1,5,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~171')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~171')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~171,171,JJ,02,10,02/10,6,30,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~426')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~426')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~426,426,JJ,03,10,03/10,10,50,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~32')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~32')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~32,32,JJ,01,10,01/10,2,10,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~363')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~363')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~363,363,JJ,03,05,03/05,9,45,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~57')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~57')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~57,57,JJ,01,20,01/20,4,20,478100,Warehousing Costs,Income Statement,Operating Expenses,,,Debit,17500.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~230')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~230')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~230,230,JJ,02,15,02/15,7,35,478100,Warehousing Costs,Income Statement,Operating Expenses,,,Debit,1000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~30')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~30')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~30,30,JJ,01,10,01/10,2,10,478100,Warehousing Costs,Income Statement,Operating Expenses,,,Debit,14000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~105')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~105')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~105,105,JJ,02,05,02/05,5,25,478100,Warehousing Costs,Income Statement,Operating Expenses,,,Debit,12500.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~169')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~169')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~169,169,JJ,02,10,02/10,6,30,478100,Warehousing Costs,Income Statement,Operating Expenses,,,Debit,6000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~44')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~44')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~44,44,JJ,01,15,01/15,3,15,478100,Warehousing Costs,Income Statement,Operating Expenses,,,Debit,17500.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~16')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~16')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~16,16,JJ,01,05,01/05,1,5,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~47')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~47')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~47,47,JJ,01,15,01/15,3,15,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~172')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~172')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~172,172,JJ,02,10,02/10,6,30,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~297')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~297')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~297,297,JJ,02,20,02/20,8,40,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~33')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~33')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~33,33,JJ,01,10,01/10,2,10,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~108')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~108')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~108,108,JJ,02,05,02/05,5,25,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~60')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~60')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~60,60,JJ,01,20,01/20,4,20,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~233')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~233')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~233,233,JJ,02,15,02/15,7,35,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~485')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~485')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~485,485,JJ,03,15,03/15,11,55,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~427')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~427')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~427,427,JJ,03,10,03/10,10,50,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~364')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~364')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~364,364,JJ,03,05,03/05,9,45,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~209')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~209')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~209,209,JJ,02,14,02/14,7,34,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,94588.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~461')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~461')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~461,461,JJ,03,14,03/14,11,54,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-200000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~462')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~462')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~462,462,JJ,03,14,03/14,11,54,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,22320.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~450')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~450')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~450,450,JJ,03,13,03/13,11,53,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,101521.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~199')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~199')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~199,199,JJ,02,13,02/13,7,33,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,7620.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~189')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~189')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~189,189,JJ,02,12,02/12,7,32,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,45348.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~221')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~221')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~221,221,JJ,02,15,02/15,7,35,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-97892.64,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~474')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~474')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~474,474,JJ,03,15,03/15,11,55,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-109189.75,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~475')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~475')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~475,475,JJ,03,15,03/15,11,55,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,278042.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~162')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~162')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~162,162,JJ,02,10,02/10,6,30,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,6850.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~161')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~161')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~161,161,JJ,02,10,02/10,6,30,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-109808.33,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~141')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~141')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~141,141,JJ,02,08,02/08,6,28,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,7780.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~140')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~140')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~140,140,JJ,02,08,02/08,6,28,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-40000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~496')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~496')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~496,496,JJ,03,16,03/16,12,56,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-300000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~497')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~497')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~497,497,JJ,03,16,03/16,12,56,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,177898.70,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~507')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~507')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~507,507,JJ,03,17,03/17,12,57,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,104802.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~120')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~120')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~120,120,JJ,02,06,02/06,6,26,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-681960.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~98')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~98')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~98,98,JJ,02,05,02/05,5,25,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-127335.92,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~518')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~518')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~518,518,JJ,03,18,03/18,12,58,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-300000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~519')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~519')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~519,519,JJ,03,18,03/18,12,58,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,225153.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~530')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~530')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~530,530,JJ,03,19,03/19,12,59,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-100000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~531')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~531')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~531,531,JJ,03,19,03/19,12,59,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,94298.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~70')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~70')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~70,70,JJ,02,02,02/02,5,22,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-520000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~373')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~373')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~373,373,JJ,03,06,03/06,10,46,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-100000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~355')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~355')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~355,355,JJ,03,05,03/05,9,45,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,116180.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~354')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~354')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~354,354,JJ,03,05,03/05,9,45,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-304457.77,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~374')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~374')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~374,374,JJ,03,06,03/06,10,46,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,83300.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~341')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~341')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~341,341,JJ,03,04,03/04,9,44,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,72234.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~340')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~340')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~340,340,JJ,03,04,03/04,9,44,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-200000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~385')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~385')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~385,385,JJ,03,07,03/07,10,47,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-100000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~329')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~329')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~329,329,JJ,03,03,03/03,9,43,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,8840.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~386')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~386')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~386,386,JJ,03,07,03/07,10,47,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,160974.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~319')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~319')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~319,319,JJ,03,02,03/02,9,42,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,13630.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~397')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~397')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~397,397,JJ,03,08,03/08,10,48,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-200000.00,EUR
